Pathway identifier,Pathway name,#Entities found,#Entities total,Entities ratio,Entities pValue,Entities FDR,#Reactions found,#Reactions total,Reactions ratio,Species identifier,Species name,Submitted entities found,Mapped entities,Found reaction identifiers
R-HSA-5663202,"Diseases of signal transduction by growth factor receptors and second messengers",2,498,0.03267716535433071,0.9726404640868422,0.9726404640868422,2,478,0.03377853155254046,9606,Homo sapiens,"VASP;POLR2E","","R-HSA-6802837;R-HSA-8851710"
R-HSA-8957322,"Metabolism of steroids",1,331,0.021719160104986878,0.9733015912844166,0.9733015912844166,3,250,0.017666596000282666,9606,Homo sapiens,"HSD3B7","","R-HSA-192097;R-HSA-193816;R-HSA-193789"
R-HSA-72766,"Translation",1,339,0.022244094488188978,0.9755643513275207,0.9755643513275207,8,99,0.006995972016111935,9606,Homo sapiens,"EIF3L","","R-HSA-72691;R-HSA-72676;R-HSA-156823;R-HSA-72697;R-HSA-72619;R-HSA-156808;R-HSA-157849;R-HSA-72621"
R-HSA-199991,"Membrane Trafficking",3,668,0.04383202099737533,0.9772857307218585,0.9772857307218585,6,219,0.015475938096247616,9606,Homo sapiens,"GGA1;STX4;OPTN","","R-HSA-1449574;R-HSA-376357;R-HSA-8854182;R-HSA-376369;R-HSA-8854222;R-HSA-376364"
R-HSA-212436,"Generic Transcription Pathway",10,1588,0.1041994750656168,0.9814726573148413,0.9814726573148413,33,884,0.0624690834569995,9606,Homo sapiens,"ZNF771;CRADD;PPP1R13L;SETD1A;POLR2E;ESRRG;ZNF764;ZNF785;H3C6","","R-HSA-8936584;R-HSA-6797606;R-HSA-8937097;R-HSA-8937037;R-HSA-975040;R-HSA-8937113;R-HSA-8937050;R-HSA-8865491;R-HSA-382096;R-HSA-8936989;R-HSA-8937118;R-HSA-6797616;R-HSA-8936979;R-HSA-8865498;R-HSA-8936599;R-HSA-8936616;R-HSA-8936621;R-HSA-376419;R-HSA-8865505;R-HSA-8936608;R-HSA-8936481;R-HSA-8936995;R-HSA-8937016;R-HSA-8935740;R-HSA-8937022;R-HSA-6799761;R-HSA-6797712;R-HSA-6800798;R-HSA-8935730;R-HSA-6800797;R-HSA-8935731;R-HSA-8936628;R-HSA-6800794"
R-HSA-382551,"Transport of small molecules",5,969,0.06358267716535433,0.9816153854959062,0.9816153854959062,5,454,0.03208253833651332,9606,Homo sapiens,"SLC14A2;ABCA7;SLC6A20;SLC9C1;JAK1","","R-HSA-352052;R-HSA-2872463;R-HSA-442387;R-HSA-444126;R-HSA-382553"
R-HSA-1280215,"Cytokine Signaling in Immune system",6,1115,0.07316272965879266,0.983631854881444,0.983631854881444,221,740,0.05229312416083669,9606,Homo sapiens,"SOCS2;STX4;H3C6;JAK1","","R-HSA-452100;R-HSA-452097;R-HSA-450063;R-HSA-1112602;R-HSA-452108;R-HSA-8987266;R-HSA-1112604;R-HSA-8950405;R-HSA-8987270;R-HSA-8982163;R-HSA-8982162;R-HSA-452122;R-HSA-8982165;R-HSA-913424;R-HSA-8963734;R-HSA-8950441;R-HSA-6783556;R-HSA-6783552;R-HSA-6786124;R-HSA-8950448;R-HSA-8950453;R-HSA-6783524;R-HSA-6786095;R-HSA-6783530;R-HSA-6809140;R-HSA-6786096;R-HSA-6786110;R-HSA-449115;R-HSA-8950485;R-HSA-6784006;R-HSA-1112690;R-HSA-6786050;R-HSA-9705726;R-HSA-6786058;R-HSA-1067646;R-HSA-1112703;R-HSA-9678561;R-HSA-6788628;R-HSA-9006844;R-HSA-8950518;R-HSA-6786072;R-HSA-912527;R-HSA-8987150;R-HSA-1112727;R-HSA-8987141;R-HSA-1295519;R-HSA-1295516;R-HSA-8987161;R-HSA-448660;R-HSA-448661;R-HSA-1067651;R-HSA-1112708;R-HSA-1067659;R-HSA-8987156;R-HSA-8983063;R-HSA-8987179;R-HSA-1112755;R-HSA-6783681;R-HSA-1295540;R-HSA-6784204;R-HSA-9674808;R-HSA-9011748;R-HSA-9009700;R-HSA-1067688;R-HSA-9009227;R-HSA-448708;R-HSA-9678935;R-HSA-8987202;R-HSA-8950340;R-HSA-1264832;R-HSA-9674816;R-HSA-8987230;R-HSA-877269;R-HSA-8950354;R-HSA-6784189;R-HSA-8987220;R-HSA-448728;R-HSA-6785165;R-HSA-8987236;R-HSA-448744;R-HSA-877308;R-HSA-8854645;R-HSA-909552;R-HSA-8987255;R-HSA-8983425;R-HSA-8983424;R-HSA-449803;R-HSA-8987012;R-HSA-8985988;R-HSA-8987015;R-HSA-8987014;R-HSA-8987033;R-HSA-449811;R-HSA-9005980;R-HSA-8987039;R-HSA-9696179;R-HSA-6784324;R-HSA-6784323;R-HSA-912680;R-HSA-8983983;R-HSA-8865711;R-HSA-8987040;R-HSA-8987043;R-HSA-8987042;R-HSA-8950716;R-HSA-8983996;R-HSA-9012671;R-HSA-8987070;R-HSA-9025969;R-HSA-451900;R-HSA-8987063;R-HSA-8987080;R-HSA-8987084;R-HSA-8984012;R-HSA-8984014;R-HSA-8984001;R-HSA-8950210;R-HSA-8987097;R-HSA-508247;R-HSA-8987096;R-HSA-8983003;R-HSA-8983518;R-HSA-6784319;R-HSA-8984021;R-HSA-9707977;R-HSA-8984023;R-HSA-451942;R-HSA-919404;R-HSA-8987105;R-HSA-8987104;R-HSA-8983011;R-HSA-8950757;R-HSA-8952807;R-HSA-9705467;R-HSA-8987129;R-HSA-6784791;R-HSA-8987132;R-HSA-8987120;R-HSA-508282;R-HSA-6788582;R-HSA-8950537;R-HSA-9677585;R-HSA-508292;R-HSA-8983309;R-HSA-8983299;R-HSA-8983298;R-HSA-9006850;R-HSA-8983300;R-HSA-9006873;R-HSA-909724;R-HSA-8983835;R-HSA-8983834;R-HSA-909726;R-HSA-909720;R-HSA-9705729;R-HSA-909722;R-HSA-9677579;R-HSA-909719;R-HSA-909718;R-HSA-9705738;R-HSA-9006870;R-HSA-449958;R-HSA-9674546;R-HSA-8985900;R-HSA-8983841;R-HSA-909732;R-HSA-909729;R-HSA-8983845;R-HSA-448427;R-HSA-9674558;R-HSA-8983335;R-HSA-1112510;R-HSA-909730;R-HSA-997311;R-HSA-873919;R-HSA-997309;R-HSA-9014074;R-HSA-8985914;R-HSA-873918;R-HSA-5696482;R-HSA-9676071;R-HSA-1168809;R-HSA-1168813;R-HSA-6788571;R-HSA-449978;R-HSA-449976;R-HSA-8985929;R-HSA-8983371;R-HSA-8986446;R-HSA-8983374;R-HSA-873924;R-HSA-8865613;R-HSA-873927;R-HSA-873926;R-HSA-9706328;R-HSA-873921;R-HSA-997314;R-HSA-873922;R-HSA-9674563;R-HSA-8983384;R-HSA-9674562;R-HSA-1112514;R-HSA-913374;R-HSA-9674567;R-HSA-8986972;R-HSA-8983378;R-HSA-1678841;R-HSA-8986985;R-HSA-1112565;R-HSA-9706354;R-HSA-448480;R-HSA-8983394;R-HSA-450027;R-HSA-1169406;R-HSA-453111;R-HSA-453104;R-HSA-8986480;R-HSA-8986995;R-HSA-8986994;R-HSA-8985973;R-HSA-452091"
R-HSA-1280218,"Adaptive Immune System",5,1012,0.06640419947506562,0.9867976175996613,0.9867976175996613,6,265,0.018726591760299626,9606,Homo sapiens,"VASP;BTN2A2;BTN2A1;STX4;CD200","","R-HSA-199154;R-HSA-8851988;R-HSA-8951595;R-HSA-8863858;R-HSA-8851018;R-HSA-430201"
R-HSA-913531,"Interferon Signaling",1,397,0.0260498687664042,0.9871601818246508,0.9871601818246508,28,74,0.005229312416083669,9606,Homo sapiens,"JAK1","","R-HSA-9678935;R-HSA-873924;R-HSA-873927;R-HSA-873926;R-HSA-873921;R-HSA-997314;R-HSA-873922;R-HSA-909724;R-HSA-909726;R-HSA-909720;R-HSA-909722;R-HSA-877269;R-HSA-909719;R-HSA-909718;R-HSA-9696179;R-HSA-1678841;R-HSA-912680;R-HSA-909732;R-HSA-909729;R-HSA-1169406;R-HSA-909730;R-HSA-997311;R-HSA-877308;R-HSA-873919;R-HSA-9678561;R-HSA-997309;R-HSA-873918;R-HSA-909552"
R-HSA-373076,"Class A/1 (Rhodopsin-like receptors)",1,414,0.02716535433070866,0.9893722886830706,0.9893722886830706,1,185,0.013073281040209172,9606,Homo sapiens,"CCR9","","R-HSA-373074"
R-HSA-1266738,"Developmental Biology",7,1304,0.08556430446194226,0.98946791526581,0.98946791526581,46,594,0.04197583209667161,9606,Homo sapiens,"VASP;POLR2E;TBX6;PLXNC1;MYH10;H3C6","","R-HSA-5617877;R-HSA-5617492;R-HSA-5617431;R-HSA-5621010;R-HSA-5617874;R-HSA-6810159;R-HSA-6810158;R-HSA-376140;R-HSA-5617887;R-HSA-9793887;R-HSA-9793375;R-HSA-5617862;R-HSA-3928616;R-HSA-9793921;R-HSA-5617859;R-HSA-6810161;R-HSA-9793933;R-HSA-5617484;R-HSA-5617676;R-HSA-5693644;R-HSA-5617486;R-HSA-5617672;R-HSA-5617483;R-HSA-5617867;R-HSA-5621002;R-HSA-5617866;R-HSA-5617462;R-HSA-8865505;R-HSA-5617650;R-HSA-5617661;R-HSA-5617471;R-HSA-434989;R-HSA-9793400;R-HSA-9820538;R-HSA-5617445;R-HSA-428534;R-HSA-9793383;R-HSA-9793382;R-HSA-9793837;R-HSA-5617452;R-HSA-5617454;R-HSA-419197;R-HSA-5617641;R-HSA-6810139;R-HSA-5617896;R-HSA-5617642"
R-HSA-5668914,"Diseases of metabolism",1,424,0.027821522309711286,0.990491973463491,0.990491973463491,1,195,0.013779944880220479,9606,Homo sapiens,"ADAMTSL1","","R-HSA-6785565"
R-HSA-418594,"G alpha (i) signalling events",1,426,0.02795275590551181,0.990701420757541,0.990701420757541,3,74,0.005229312416083669,9606,Homo sapiens,"CCR9","","R-HSA-749454;R-HSA-749456;R-HSA-380073"
R-HSA-9694516,"SARS-CoV-2 Infection",1,434,0.02847769028871391,0.9914943329783089,0.9914943329783089,1,210,0.014839940640237439,9606,Homo sapiens,"JAK1","","R-HSA-909726"
R-HSA-9006934,"Signaling by Receptor Tyrosine Kinases",2,623,0.040879265091863515,0.9917975152396467,0.9917975152396467,6,746,0.052717122464843474,9606,Homo sapiens,"POLR2E;FOSB","","R-HSA-6803527;R-HSA-9031624;R-HSA-6803523;R-HSA-6803838;R-HSA-6803836;R-HSA-9031575"
R-HSA-73857,"RNA Polymerase II Transcription",10,1730,0.11351706036745407,0.9926557604755364,0.9926557604755364,79,945,0.06677973288106848,9606,Homo sapiens,"ZNF771;CRADD;PPP1R13L;SETD1A;POLR2E;ESRRG;ZNF764;ZNF785;H3C6","","R-HSA-113409;R-HSA-112385;R-HSA-8936584;R-HSA-8937097;R-HSA-113411;R-HSA-113413;R-HSA-113412;R-HSA-113414;R-HSA-112392;R-HSA-112395;R-HSA-77069;R-HSA-77068;R-HSA-112396;R-HSA-77071;R-HSA-77073;R-HSA-8937113;R-HSA-113429;R-HSA-382096;R-HSA-8936989;R-HSA-8937118;R-HSA-113430;R-HSA-6810238;R-HSA-8936979;R-HSA-6810235;R-HSA-6810233;R-HSA-8936599;R-HSA-8936616;R-HSA-111264;R-HSA-76576;R-HSA-9613494;R-HSA-8936621;R-HSA-8936608;R-HSA-8936481;R-HSA-9613497;R-HSA-8936995;R-HSA-75949;R-HSA-8937016;R-HSA-6814549;R-HSA-8935740;R-HSA-8937022;R-HSA-6814559;R-HSA-8935730;R-HSA-8935731;R-HSA-6814555;R-HSA-8936628;R-HSA-6814554;R-HSA-6797606;R-HSA-6814885;R-HSA-8937037;R-HSA-109639;R-HSA-109638;R-HSA-75850;R-HSA-975040;R-HSA-75856;R-HSA-8937050;R-HSA-75861;R-HSA-8865491;R-HSA-75095;R-HSA-75862;R-HSA-6797616;R-HSA-75864;R-HSA-73946;R-HSA-75866;R-HSA-75869;R-HSA-8865498;R-HSA-75873;R-HSA-376419;R-HSA-8865505;R-HSA-75891;R-HSA-6799761;R-HSA-6797712;R-HSA-6800798;R-HSA-112379;R-HSA-6800797;R-HSA-113402;R-HSA-112381;R-HSA-6800794;R-HSA-113407;R-HSA-112383"
R-HSA-74160,"Gene expression (Transcription)",11,1893,0.12421259842519684,0.9944409149070008,0.9944409149070008,132,1060,0.0749063670411985,9606,Homo sapiens,"ZNF771;CRADD;PPP1R13L;SETD1A;POLR2E;ESRRG;POLR1G;ZNF764;ZNF785;H3C6","","R-HSA-113409;R-HSA-112385;R-HSA-8936584;R-HSA-5334097;R-HSA-427527;R-HSA-8937097;R-HSA-113411;R-HSA-5334099;R-HSA-113413;R-HSA-113412;R-HSA-113414;R-HSA-112392;R-HSA-112395;R-HSA-77069;R-HSA-77068;R-HSA-112396;R-HSA-77071;R-HSA-433672;R-HSA-427528;R-HSA-77073;R-HSA-8937113;R-HSA-113429;R-HSA-112149;R-HSA-8937118;R-HSA-113430;R-HSA-112150;R-HSA-112153;R-HSA-76056;R-HSA-112152;R-HSA-6810238;R-HSA-112155;R-HSA-73757;R-HSA-6810235;R-HSA-76060;R-HSA-112156;R-HSA-6810233;R-HSA-73758;R-HSA-8936599;R-HSA-212252;R-HSA-8936616;R-HSA-76576;R-HSA-5250930;R-HSA-113442;R-HSA-9613494;R-HSA-212263;R-HSA-8936621;R-HSA-113446;R-HSA-73769;R-HSA-113449;R-HSA-113705;R-HSA-8936608;R-HSA-113451;R-HSA-5250938;R-HSA-9613497;R-HSA-212269;R-HSA-113454;R-HSA-6814549;R-HSA-6814559;R-HSA-6814555;R-HSA-8936628;R-HSA-6814554;R-HSA-6797606;R-HSA-109639;R-HSA-109638;R-HSA-75850;R-HSA-427336;R-HSA-427337;R-HSA-75856;R-HSA-75861;R-HSA-8865491;R-HSA-75095;R-HSA-75862;R-HSA-6797616;R-HSA-75864;R-HSA-83803;R-HSA-75866;R-HSA-83805;R-HSA-75869;R-HSA-8865498;R-HSA-427366;R-HSA-75873;R-HSA-376419;R-HSA-8865505;R-HSA-427383;R-HSA-75891;R-HSA-203901;R-HSA-73865;R-HSA-382096;R-HSA-8936989;R-HSA-8936979;R-HSA-111264;R-HSA-5578742;R-HSA-8936481;R-HSA-8936995;R-HSA-75949;R-HSA-5227490;R-HSA-8937016;R-HSA-8935740;R-HSA-112055;R-HSA-8937022;R-HSA-112054;R-HSA-8935730;R-HSA-8935731;R-HSA-5334160;R-HSA-6814885;R-HSA-8937037;R-HSA-5334164;R-HSA-975040;R-HSA-8937050;R-HSA-5601926;R-HSA-5250947;R-HSA-5334151;R-HSA-5334152;R-HSA-73946;R-HSA-74986;R-HSA-74993;R-HSA-74992;R-HSA-5334179;R-HSA-74994;R-HSA-6799761;R-HSA-6797712;R-HSA-73718;R-HSA-6800798;R-HSA-112379;R-HSA-6800797;R-HSA-113402;R-HSA-112381;R-HSA-427514;R-HSA-212222;R-HSA-6800794;R-HSA-113407;R-HSA-112383"
R-HSA-5653656,"Vesicle-mediated transport",3,828,0.05433070866141732,0.9945243108428905,0.9945243108428905,6,252,0.017807928768284926,9606,Homo sapiens,"GGA1;STX4;OPTN","","R-HSA-1449574;R-HSA-376357;R-HSA-8854182;R-HSA-376369;R-HSA-8854222;R-HSA-376364"
R-HSA-8953854,"Metabolism of RNA",3,829,0.054396325459317586,0.9945742499023011,0.9945742499023011,29,189,0.013355946576213695,9606,Homo sapiens,"WDR18;POLR2E;CSNK1E","","R-HSA-9770132;R-HSA-9770129;R-HSA-9770131;R-HSA-75079;R-HSA-9770141;R-HSA-75081;R-HSA-75080;R-HSA-9770847;R-HSA-75083;R-HSA-9770142;R-HSA-75082;R-HSA-77069;R-HSA-77068;R-HSA-77073;R-HSA-6791223;R-HSA-9770119;R-HSA-77077;R-HSA-6791219;R-HSA-6791218;R-HSA-77078;R-HSA-77081;R-HSA-77083;R-HSA-77085;R-HSA-72095;R-HSA-77090;R-HSA-72103;R-HSA-77095;R-HSA-9770236;R-HSA-9770145"
R-HSA-983169,"Class I MHC mediated antigen processing & presentation",1,479,0.03143044619422572,0.9948526442671582,0.9948526442671582,2,48,0.0033919864320542717,9606,Homo sapiens,"STX4","","R-HSA-8951595;R-HSA-8863858"
R-HSA-211859,"Biological oxidations",1,551,0.03615485564304462,0.997702801461128,0.997702801461128,1,192,0.013567945728217087,9606,Homo sapiens,"SULT1A4","","R-HSA-159358"
R-HSA-109582,"Hemostasis",2,803,0.05269028871391076,0.998654704478821,0.998654704478821,3,338,0.023885237792382163,9606,Homo sapiens,"STX4;H3C6","","R-HSA-997263;R-HSA-994106;R-HSA-114684"
R-HSA-500792,"GPCR ligand binding",1,609,0.039960629921259844,0.9988041074902796,0.9988041074902796,1,217,0.015334605328245354,9606,Homo sapiens,"CCR9","","R-HSA-373074"
R-HSA-2262752,"Cellular responses to stress",3,1009,0.06620734908136483,0.999003961906762,0.999003961906762,8,450,0.0317998728005088,9606,Homo sapiens,"H1-0;H1-3;H3C6","","R-HSA-3788745;R-HSA-3229089;R-HSA-3222593;R-HSA-3223200;R-HSA-3788748;R-HSA-3240295;R-HSA-4647594;R-HSA-3229102"
R-HSA-9679506,"SARS-CoV Infections",1,639,0.041929133858267714,0.999147666411483,0.999147666411483,4,401,0.028337219984453394,9606,Homo sapiens,"JAK1","","R-HSA-9696179;R-HSA-9678561;R-HSA-909726;R-HSA-9678935"
R-HSA-8953897,"Cellular responses to stimuli",3,1027,0.06738845144356956,0.9991631343674274,0.9991631343674274,8,481,0.03399053070454385,9606,Homo sapiens,"H1-0;H1-3;H3C6","","R-HSA-3788745;R-HSA-3229089;R-HSA-3222593;R-HSA-3223200;R-HSA-3788748;R-HSA-3240295;R-HSA-4647594;R-HSA-3229102"
R-HSA-71291,"Metabolism of amino acids and derivatives",1,667,0.04376640419947506,0.9993790456794615,0.9993790456794615,2,285,0.02013991944032224,9606,Homo sapiens,"GCAT","","R-HSA-6798667;R-HSA-6798345"
R-HSA-597592,"Post-translational protein modification",6,1608,0.10551181102362205,0.9997026339537751,0.9997026339537751,13,538,0.0380185145926083,9606,Homo sapiens,"ADAMTSL1;SOCS2;DDX17;INO80E;H1-3;RNF40","","R-HSA-8956040;R-HSA-8955241;R-HSA-5173005;R-HSA-8952044;R-HSA-5173192;R-HSA-8952039;R-HSA-8955289;R-HSA-3900047;R-HSA-5696960;R-HSA-5690080;R-HSA-8942099;R-HSA-8942101;R-HSA-5689544"
R-HSA-388396,"GPCR downstream signalling",1,795,0.05216535433070866,0.9998551643195109,0.9998551643195109,3,175,0.012366617200197865,9606,Homo sapiens,"CCR9","","R-HSA-749454;R-HSA-749456;R-HSA-380073"
R-HSA-168256,"Immune System",13,2703,0.17736220472440944,0.9999110953090625,0.9999110953090625,231,1659,0.11723553105787576,9606,Homo sapiens,"SOCS2;VASP;BTN2A2;BTN2A1;MVP;POLR2E;STX4;CD200;H3C6;JAK1;ARHGAP45","","R-HSA-452100;R-HSA-452097;R-HSA-450063;R-HSA-1112602;R-HSA-452108;R-HSA-8987266;R-HSA-1112604;R-HSA-8950405;R-HSA-8987270;R-HSA-8982163;R-HSA-8982162;R-HSA-452122;R-HSA-8982165;R-HSA-913424;R-HSA-8963734;R-HSA-8950441;R-HSA-6783556;R-HSA-6783552;R-HSA-6786124;R-HSA-8950448;R-HSA-8950453;R-HSA-6783524;R-HSA-6786095;R-HSA-6783530;R-HSA-6809140;R-HSA-6800434;R-HSA-6786096;R-HSA-6786110;R-HSA-449115;R-HSA-8950485;R-HSA-6784006;R-HSA-1112690;R-HSA-6786050;R-HSA-9705726;R-HSA-6786058;R-HSA-1067646;R-HSA-1112703;R-HSA-9678561;R-HSA-6788628;R-HSA-9006844;R-HSA-8950518;R-HSA-6786072;R-HSA-430201;R-HSA-912527;R-HSA-8987150;R-HSA-1112727;R-HSA-8987141;R-HSA-1295519;R-HSA-1295516;R-HSA-8987161;R-HSA-448660;R-HSA-8851988;R-HSA-448661;R-HSA-1067651;R-HSA-1112708;R-HSA-1067659;R-HSA-8987156;R-HSA-8983063;R-HSA-8987179;R-HSA-1112755;R-HSA-6783681;R-HSA-1295540;R-HSA-6784204;R-HSA-9674808;R-HSA-9011748;R-HSA-9009700;R-HSA-1067688;R-HSA-9009227;R-HSA-448708;R-HSA-9678935;R-HSA-8987202;R-HSA-8950340;R-HSA-8851018;R-HSA-1264832;R-HSA-9674816;R-HSA-8987230;R-HSA-877269;R-HSA-8950354;R-HSA-6784189;R-HSA-8987220;R-HSA-448728;R-HSA-6785165;R-HSA-8987236;R-HSA-448744;R-HSA-877308;R-HSA-8854645;R-HSA-8863858;R-HSA-909552;R-HSA-8987255;R-HSA-8983425;R-HSA-8983424;R-HSA-449803;R-HSA-8987012;R-HSA-8985988;R-HSA-8987015;R-HSA-8987014;R-HSA-8987033;R-HSA-449811;R-HSA-9005980;R-HSA-8987039;R-HSA-9696179;R-HSA-6784324;R-HSA-6784323;R-HSA-912680;R-HSA-8983983;R-HSA-8865711;R-HSA-8987040;R-HSA-8987043;R-HSA-8987042;R-HSA-8950716;R-HSA-8983996;R-HSA-9012671;R-HSA-8987070;R-HSA-9025969;R-HSA-451900;R-HSA-8987063;R-HSA-8987080;R-HSA-8987084;R-HSA-8984012;R-HSA-8984014;R-HSA-8984001;R-HSA-8950210;R-HSA-8987097;R-HSA-508247;R-HSA-8987096;R-HSA-8983003;R-HSA-8983518;R-HSA-6784319;R-HSA-8984021;R-HSA-9707977;R-HSA-8984023;R-HSA-451942;R-HSA-919404;R-HSA-8987105;R-HSA-8987104;R-HSA-8983011;R-HSA-8950757;R-HSA-8952807;R-HSA-9705467;R-HSA-8987129;R-HSA-6784791;R-HSA-8987132;R-HSA-8987120;R-HSA-508282;R-HSA-6788582;R-HSA-8950537;R-HSA-9677585;R-HSA-508292;R-HSA-8983309;R-HSA-8983299;R-HSA-8983298;R-HSA-9006850;R-HSA-8983300;R-HSA-9006873;R-HSA-909724;R-HSA-8983835;R-HSA-8983834;R-HSA-909726;R-HSA-909720;R-HSA-9705729;R-HSA-909722;R-HSA-9677579;R-HSA-909719;R-HSA-909718;R-HSA-9705738;R-HSA-9006870;R-HSA-449958;R-HSA-9674546;R-HSA-8951595;R-HSA-8985900;R-HSA-8983841;R-HSA-909732;R-HSA-909729;R-HSA-8983845;R-HSA-448427;R-HSA-9674558;R-HSA-8983335;R-HSA-1112510;R-HSA-909730;R-HSA-997311;R-HSA-873919;R-HSA-997309;R-HSA-9014074;R-HSA-8985914;R-HSA-873918;R-HSA-5696482;R-HSA-9676071;R-HSA-1168809;R-HSA-1168813;R-HSA-6788571;R-HSA-449978;R-HSA-449976;R-HSA-8985929;R-HSA-8983371;R-HSA-8986446;R-HSA-8983374;R-HSA-873924;R-HSA-8865613;R-HSA-873927;R-HSA-873926;R-HSA-9706328;R-HSA-873921;R-HSA-997314;R-HSA-873922;R-HSA-9674563;R-HSA-8983384;R-HSA-9674562;R-HSA-1112514;R-HSA-913374;R-HSA-9674567;R-HSA-8986972;R-HSA-8983378;R-HSA-1964482;R-HSA-1678841;R-HSA-8986985;R-HSA-1112565;R-HSA-9706354;R-HSA-448480;R-HSA-8983394;R-HSA-450027;R-HSA-1169406;R-HSA-199154;R-HSA-453111;R-HSA-453104;R-HSA-6798751;R-HSA-8986480;R-HSA-8986995;R-HSA-6798748;R-HSA-8986994;R-HSA-8985973;R-HSA-452091"
R-HSA-392499,"Metabolism of proteins",9,2215,0.14534120734908137,0.9999376566129683,0.9999376566129683,24,812,0.057381103808918095,9606,Homo sapiens,"ADAMTSL1;SOCS2;DDX17;GGA1;INO80E;EIF3L;H1-3;RNF40;H3C6","","R-HSA-8956040;R-HSA-8955241;R-HSA-5173005;R-HSA-8952044;R-HSA-72676;R-HSA-977224;R-HSA-5173192;R-HSA-156808;R-HSA-72619;R-HSA-72621;R-HSA-8952039;R-HSA-5692934;R-HSA-8955289;R-HSA-72691;R-HSA-3900047;R-HSA-156823;R-HSA-5696960;R-HSA-5690080;R-HSA-72697;R-HSA-157849;R-HSA-5692941;R-HSA-8942099;R-HSA-8942101;R-HSA-5689544"
R-HSA-372790,"Signaling by GPCR",1,876,0.05748031496062992,0.999942730833906,0.999942730833906,4,392,0.02770122252844322,9606,Homo sapiens,"CCR9","","R-HSA-749454;R-HSA-373074;R-HSA-749456;R-HSA-380073"
R-HSA-168249,"Innate Immune System",3,1345,0.08825459317585302,0.999965586289044,0.999965586289044,4,725,0.05123312840081973,9606,Homo sapiens,"MVP;POLR2E;ARHGAP45","","R-HSA-6800434;R-HSA-6798751;R-HSA-6798748;R-HSA-1964482"
R-HSA-162582,"Signal Transduction",14,3030,0.19881889763779528,0.9999825105273875,0.9999825105273875,85,2532,0.17892728429086283,9606,Homo sapiens,"VASP;CSNK1E;ARHGAP45;POLR2E;LEPR;CCR9;FOSB;CDC42EP1;MYH10;OPTN;H3C6;JAK1;NDEL1","","R-HSA-5357776;R-HSA-9011981;R-HSA-9793680;R-HSA-749454;R-HSA-9011983;R-HSA-2672302;R-HSA-5666129;R-HSA-3364026;R-HSA-9011971;R-HSA-8981637;R-HSA-9011975;R-HSA-9013145;R-HSA-5625797;R-HSA-5658438;R-HSA-9013144;R-HSA-5625796;R-HSA-5668932;R-HSA-9011997;R-HSA-5658435;R-HSA-9011985;R-HSA-2586559;R-HSA-6803838;R-HSA-9011984;R-HSA-749456;R-HSA-6803836;R-HSA-2586555;R-HSA-2586553;R-HSA-9031575;R-HSA-9014294;R-HSA-6803527;R-HSA-9013161;R-HSA-9009065;R-HSA-109857;R-HSA-5658231;R-HSA-109858;R-HSA-6803523;R-HSA-5668978;R-HSA-419232;R-HSA-5666160;R-HSA-2671872;R-HSA-9012000;R-HSA-2671873;R-HSA-9017507;R-HSA-3772435;R-HSA-2671747;R-HSA-380073;R-HSA-9013157;R-HSA-5625849;R-HSA-2671876;R-HSA-5625848;R-HSA-5666169;R-HSA-9018808;R-HSA-5692775;R-HSA-9014449;R-HSA-5671919;R-HSA-9031624;R-HSA-2671850;R-HSA-2671855;R-HSA-9604831;R-HSA-5625883;R-HSA-9604829;R-HSA-9012315;R-HSA-9009371;R-HSA-5672965;R-HSA-2671868;R-HSA-9012319;R-HSA-2671742;R-HSA-373074;R-HSA-5625870;R-HSA-2671862;R-HSA-9011949;R-HSA-9011950;R-HSA-5658430;R-HSA-9009378;R-HSA-9011941;R-HSA-5625784;R-HSA-5658424;R-HSA-9604834;R-HSA-9018746;R-HSA-9011966;R-HSA-2671839;R-HSA-9011952;R-HSA-5625774;R-HSA-419197;R-HSA-2671829"
R-HSA-556833,"Metabolism of lipids",3,1446,0.09488188976377952,0.9999880043441507,0.9999880043441507,7,965,0.06819306056109109,9606,Homo sapiens,"HSD3B7;SACM1L;GDPD3","","R-HSA-192097;R-HSA-1676124;R-HSA-193816;R-HSA-1676114;R-HSA-1676133;R-HSA-6814778;R-HSA-193789"
R-HSA-9709957,"Sensory Perception",2,1262,0.08280839895013123,0.9999898322218573,0.9999898322218573,2,143,0.010105292912161685,9606,Homo sapiens,"TRIOBP","","R-HSA-9663363;R-HSA-9659380"
